trade_id,entry_time,exit_time,direction,entry_price,sl,tp,exit_price,exit_reason,pnl_points,pnl_usd,pnl_r,balance,session,ob_zone_high,ob_zone_low,ob_confirmed_at,balance_post,dd_pct
11,2024-11-01 11:05:00,2024-11-01 12:51:00,short,41839.13,41889.88,41719.255,41891.88,sl,-54.75,-54.08,-1.079,10085.67,london,41854.88,41841.13,2024-11-01 09:20:00,10085.679999999998,0.5333459569062772
12,2024-11-01 16:29:00,2024-11-01 16:36:00,short,41975.23,42050.23,41794.73,42052.23,sl,-79.0,-53.12,-1.053,10032.56,london,42015.23,41977.23,2024-11-01 16:15:00,10032.559999999998,1.0572242341041678
13,2024-11-04 13:30:00,2024-11-04 14:29:00,long,42103.39,42046.64,42238.265,42044.64,sl,-60.75,-53.7,-1.07,9978.86,london,42101.39,42081.64,2024-11-04 12:40:00,9978.859999999997,1.5868225677925463
15,2024-11-05 10:58:00,2024-11-05 16:48:00,short,41882.15,41927.9,41774.775,41929.9,sl,-49.75,-54.26,-1.087,9924.6,london,41892.9,41884.15,2024-11-05 09:35:00,9924.599999999997,2.1219437146441504
14,2024-11-05 10:16:00,2024-11-05 16:54:00,long,41838.55,41780.8,41975.925,41975.925,tp,135.38,116.96,2.344,10041.56,london,41836.55,41815.8,2024-11-05 04:35:00,10041.559999999996,0.9684647368379781
16,2024-11-05 18:08:00,2024-11-06 02:18:00,long,42144.15,42046.15,42382.15,42382.15,tp,236.0,120.91,2.408,10162.47,london,42142.15,42081.15,2024-11-05 17:50:00,10162.469999999996,0.0
18,2024-11-06 16:33:00,2024-11-06 16:42:00,short,43554.15,43605.15,43433.65,43607.15,sl,-55.0,-54.8,-1.078,10107.67,london,43570.15,43556.15,2024-11-06 15:50:00,10107.669999999996,0.5392389842233167
17,2024-11-06 16:03:00,2024-11-06 20:11:00,long,43462.15,43371.65,43681.4,43681.4,tp,217.25,121.98,2.401,10229.65,london,43460.15,43406.65,2024-11-06 14:15:00,10229.649999999996,0.0
19,2024-11-06 17:54:00,2024-11-06 22:17:00,long,43505.65,43380.65,43811.15,43811.15,tp,303.5,122.71,2.428,10352.36,london,43503.65,43415.65,2024-11-06 17:15:00,10352.359999999995,0.0
21,2024-11-07 13:38:00,2024-11-07 15:32:00,long,43840.36,43796.86,43942.11,43794.86,sl,-47.5,-56.52,-1.092,10295.84,london,43838.36,43831.86,2024-11-07 12:20:00,10295.839999999995,0.5459624665293755
20,2024-11-07 11:39:00,2024-11-07 15:37:00,long,43843.11,43771.36,44015.485,43769.36,sl,-75.75,-54.65,-1.056,10241.19,london,43841.11,43806.36,2024-11-07 09:50:00,10241.189999999995,1.0738614190387519
23,2024-11-08 10:49:00,2024-11-08 12:48:00,long,43795.69,43741.69,43923.69,43739.69,sl,-58.0,-55.0,-1.074,10186.19,london,43793.69,43776.69,2024-11-08 10:30:00,10186.189999999995,1.6051412431561514
24,2024-11-08 13:41:00,2024-11-08 16:25:00,short,43796.69,43842.69,43688.69,43844.69,sl,-50.0,-55.36,-1.087,10130.83,london,43807.69,43798.69,2024-11-08 11:50:00,10130.829999999994,2.139898535213234
22,2024-11-08 10:35:00,2024-11-08 16:29:00,short,43815.44,43860.19,43710.565,43862.19,sl,-48.75,-55.78,-1.089,10075.05,london,43825.19,43817.44,2024-11-08 10:10:00,10075.049999999994,2.6787128731999412
25,2024-11-11 15:41:00,2024-11-11 16:31:00,long,44206.35,44164.35,44304.35,44304.35,tp,96.0,115.14,2.286,10190.19,london,44204.35,44199.35,2024-11-11 13:45:00,10190.189999999993,1.5665027104930853
26,2024-11-11 18:57:00,2024-11-12 12:17:00,short,44404.6,44471.6,44244.1,44244.1,tp,158.5,120.53,2.366,10310.72,london,44436.6,44406.6,2024-11-11 18:15:00,10310.719999999994,0.4022271250227123
28,2024-11-12 13:02:00,2024-11-12 15:20:00,short,44302.43,44350.68,44188.805,44352.68,sl,-52.25,-55.83,-1.083,10254.9,london,44315.68,44304.43,2024-11-12 11:25:00,10254.889999999994,0.9415244446677009
27,2024-11-12 10:17:00,2024-11-12 15:21:00,long,44265.68,44218.18,44377.43,44377.43,tp,109.75,117.72,2.311,10372.62,london,44263.68,44253.18,2024-11-12 10:00:00,10372.609999999993,0.0
29,2024-11-12 16:29:00,2024-11-12 16:32:00,short,44397.68,44448.68,44277.18,44450.68,sl,-55.0,-55.93,-1.078,10316.69,london,44413.68,44399.68,2024-11-12 16:25:00,10316.679999999993,0.5392085502106059
30,2024-11-12 17:08:00,2024-11-12 17:28:00,long,44268.68,44213.68,44399.18,44211.68,sl,-59.0,-55.33,-1.073,10261.35,london,44266.68,44248.68,2024-11-12 13:20:00,10261.349999999993,1.0726326353733562
31,2024-11-13 10:18:00,2024-11-13 11:49:00,short,43844.07,43899.07,43713.57,43901.07,sl,-59.0,-55.04,-1.073,10206.32,london,43864.07,43846.07,2024-11-13 09:15:00,10206.309999999992,1.6032608957629872
32,2024-11-13 11:50:00,2024-11-13 15:30:00,short,43899.82,43944.32,43795.57,43946.32,sl,-48.5,-55.62,-1.09,10150.7,london,43909.32,43901.82,2024-11-13 07:45:00,10150.689999999991,2.1394808056988746
33,2024-11-13 12:10:00,2024-11-13 15:30:00,short,43916.07,43956.82,43821.195,43958.82,sl,-44.75,-56.04,-1.098,10094.66,london,43921.82,43918.07,2024-11-13 06:50:00,10094.64999999999,2.679749841168259
35,2024-11-14 10:51:00,2024-11-14 16:41:00,long,44047.39,43993.39,44175.39,43991.39,sl,-58.0,-54.21,-1.074,10040.44,london,44045.39,44028.39,2024-11-14 10:45:00,10040.439999999991,3.202376258241678
34,2024-11-13 17:33:00,2024-11-14 17:19:00,long,44029.92,43906.42,44331.67,43904.42,sl,-127.5,-52.11,-1.032,9988.34,london,44027.92,43941.42,2024-11-13 17:25:00,9988.32999999999,3.7047570476476293
36,2024-11-14 18:15:00,2024-11-14 19:49:00,short,43989.14,44065.64,43804.89,43804.89,tp,182.25,118.98,2.382,10107.31,london,44030.64,43991.14,2024-11-14 18:00:00,10107.30999999999,2.557697628658583
38,2024-11-15 15:58:00,2024-11-15 16:55:00,long,43625.98,43583.98,43723.98,43581.98,sl,-46.0,-55.35,-1.095,10051.97,london,43623.98,43618.98,2024-11-15 14:20:00,10051.95999999999,3.0913145293229327
37,2024-11-15 15:31:00,2024-11-15 17:00:00,short,43657.98,43711.48,43531.23,43531.23,tp,124.75,117.84,2.332,10169.81,london,43676.48,43659.98,2024-11-15 15:20:00,10169.79999999999,1.9552455939248006
39,2024-11-15 16:59:00,2024-11-15 17:08:00,long,43564.98,43483.98,43760.48,43481.98,sl,-85.0,-52.74,-1.049,10117.06,london,43562.98,43518.98,2024-11-15 10:50:00,10117.05999999999,2.4637000716309885
40,2024-11-18 14:21:00,2024-11-18 14:45:00,short,43370.97,43424.72,43243.595,43426.72,sl,-57.75,-54.35,-1.074,10062.71,london,43389.72,43372.97,2024-11-18 13:30:00,10062.70999999999,2.9876761972155848
42,2024-11-18 15:47:00,2024-11-18 16:37:00,short,43415.97,43458.22,43317.345,43460.22,sl,-46.25,-55.08,-1.095,10007.64,london,43423.22,43417.97,2024-11-18 15:05:00,10007.62999999999,3.518690088608397
41,2024-11-18 15:19:00,2024-11-18 17:22:00,long,43378.97,43333.97,43484.47,43331.97,sl,-49.0,-54.79,-1.089,9952.85,london,43376.97,43368.97,2024-11-18 14:45:00,9952.83999999999,4.04690815522809
44,2024-11-19 10:33:00,2024-11-19 10:37:00,long,43451.85,43408.1,43554.225,43406.1,sl,-47.75,-54.31,-1.091,9898.54,london,43449.85,43443.1,2024-11-19 05:05:00,9898.52999999999,4.570498649809488
43,2024-11-18 17:21:00,2024-11-19 11:24:00,long,43376.97,43304.72,43550.595,43302.72,sl,-76.25,-52.81,-1.055,9845.73,london,43374.97,43339.72,2024-11-18 15:45:00,9845.71999999999,5.079627981771255
46,2024-11-19 15:16:00,2024-11-19 15:35:00,long,43212.2,43166.95,43318.325,43164.95,sl,-49.25,-53.58,-1.088,9792.15,london,43210.2,43201.95,2024-11-19 15:00:00,9792.13999999999,5.596180710544437
45,2024-11-19 12:51:00,2024-11-19 15:41:00,long,43199.45,43131.2,43363.075,43129.2,sl,-72.25,-52.11,-1.059,9740.03,london,43197.45,43166.2,2024-11-19 12:50:00,9740.02999999999,6.098561499950388
47,2024-11-20 10:54:00,2024-11-20 16:21:00,short,43443.42,43493.42,43325.42,43325.42,tp,116.0,112.98,2.32,9853.02,london,43458.42,43445.42,2024-11-20 10:45:00,9853.00999999999,5.009346731439863
48,2024-11-20 12:31:00,2024-11-20 16:22:00,long,43362.32,43310.82,43484.07,43308.82,sl,-55.5,-52.48,-1.078,9800.54,london,43360.32,43345.82,2024-11-20 06:15:00,9800.52999999999,5.515294607625313
49,2024-11-21 16:39:00,2024-11-21 16:48:00,long,43390.54,43342.54,43503.54,43503.54,tp,111.0,113.32,2.312,9913.85,london,43388.54,43377.54,2024-11-21 13:15:00,9913.84999999999,4.422801975587669
50,2024-11-22 11:01:00,2024-11-22 11:11:00,long,43910.67,43865.67,44016.17,43863.67,sl,-49.0,-53.98,-1.089,9859.88,london,43908.67,43900.67,2024-11-22 09:15:00,9859.86999999999,4.943211014392749
51,2024-11-22 12:11:00,2024-11-22 14:00:00,long,43748.77,43699.02,43866.145,43866.145,tp,115.38,114.33,2.319,9974.21,london,43746.77,43734.02,2024-11-22 12:00:00,9974.19999999999,3.8409811995245535
52,2024-11-22 13:53:00,2024-11-22 14:16:00,short,43839.77,43891.77,43716.77,43893.77,sl,-56.0,-53.09,-1.077,9921.12,london,43856.77,43841.77,2024-11-22 11:40:00,9921.10999999999,4.352809948508658
53,2024-11-22 14:55:00,2024-11-22 16:30:00,short,43931.77,43975.02,43830.645,43977.02,sl,-47.25,-54.19,-1.092,9866.92,london,43940.02,43933.77,2024-11-22 11:10:00,9866.91999999999,4.875243550080496
54,2024-11-22 15:22:00,2024-11-22 16:30:00,short,43956.77,43996.77,43863.77,43998.77,sl,-44.0,-54.57,-1.1,9812.36,london,43961.77,43958.77,2024-11-22 10:00:00,9812.34999999999,5.401340646182631
55,2024-11-22 18:39:00,2024-11-22 19:05:00,short,44137.02,44212.02,43956.52,44214.02,sl,-79.0,-51.68,-1.053,9760.68,london,44177.02,44139.02,2024-11-22 18:20:00,9760.66999999999,5.899575902304285
56,2024-11-25 17:16:00,2024-11-25 18:49:00,long,44731.04,44616.54,45010.29,44614.54,sl,-118.5,-50.51,-1.035,9710.17,london,44729.04,44651.54,2024-11-25 16:50:00,9710.159999999989,6.386531451582628
57,2024-11-26 10:34:00,2024-11-26 13:52:00,long,44726.04,44678.04,44839.04,44839.04,tp,111.0,112.27,2.312,9822.44,london,44724.04,44713.04,2024-11-26 04:50:00,9822.42999999999,5.304161633378719
58,2024-11-26 16:32:00,2024-11-26 17:03:00,long,44617.39,44546.14,44788.515,44544.14,sl,-75.25,-51.87,-1.056,9770.58,london,44615.39,44581.14,2024-11-26 16:10:00,9770.559999999989,5.804228636765531
59,2024-11-27 15:34:00,2024-11-27 15:53:00,short,44917.52,44958.52,44822.02,44960.52,sl,-45.0,-53.62,-1.098,9716.96,london,44923.52,44919.52,2024-11-27 10:05:00,9716.939999999988,6.321166996541912
60,2024-11-27 18:40:00,2024-11-27 20:27:00,short,44911.52,44976.77,44755.395,44755.395,tp,154.12,114.76,2.362,9831.72,london,44941.77,44913.52,2024-11-27 18:30:00,9831.699999999988,5.2147916483894186
61,2024-11-28 10:49:00,2024-11-28 16:53:00,short,44801.65,44840.65,44711.15,44842.65,sl,-43.0,-54.2,-1.103,9777.52,london,44805.65,44803.65,2024-11-28 09:15:00,9777.499999999987,5.737321657712055
62,2024-11-28 14:19:00,2024-11-29 10:01:00,long,44790.75,44743.25,44902.5,44902.5,tp,109.75,113.58,2.311,9891.1,london,44788.75,44778.25,2024-11-28 13:05:00,9891.079999999987,4.642322424153674
64,2024-11-29 12:31:00,2024-11-29 15:28:00,long,44918.5,44867.5,45039.0,44865.5,sl,-55.0,-53.33,-1.078,9837.76,london,44916.5,44902.5,2024-11-29 12:15:00,9837.749999999987,5.156464959156918
63,2024-11-29 10:42:00,2024-11-29 15:43:00,long,44874.75,44815.0,45017.125,44813.0,sl,-63.75,-52.77,-1.067,9785.0,london,44872.75,44850.0,2024-11-29 09:55:00,9784.979999999987,5.665208660115504
66,2024-11-29 17:15:00,2024-11-29 17:56:00,short,44900.25,44946.25,44792.25,44948.25,sl,-50.0,-53.18,-1.087,9731.82,london,44911.25,44902.25,2024-11-29 17:00:00,9731.799999999987,6.177905078856789
65,2024-11-29 16:33:00,2024-11-29 18:01:00,short,44908.0,44959.0,44787.5,44961.0,sl,-55.0,-52.76,-1.078,9679.06,london,44924.0,44910.0,2024-11-29 14:45:00,9679.039999999986,6.686552372064576
67,2024-12-02 10:17:00,2024-12-02 12:16:00,short,44890.01,44941.51,44768.26,44943.51,sl,-55.5,-52.15,-1.078,9626.9,london,44906.51,44892.01,2024-12-02 07:25:00,9626.889999999987,7.189318792473707
69,2024-12-02 13:05:00,2024-12-02 16:28:00,short,44935.11,44984.11,44819.61,44986.11,sl,-53.0,-52.06,-1.082,9574.84,london,44949.11,44937.11,2024-12-02 12:40:00,9574.829999999987,7.691217543125662
68,2024-12-02 12:31:00,2024-12-02 16:30:00,long,44919.11,44876.11,45019.61,45019.61,tp,98.5,110.26,2.291,9685.1,london,44917.11,44911.11,2024-12-02 12:20:00,9685.089999999987,6.628225682832058
70,2024-12-02 18:26:00,2024-12-03 16:30:00,short,44836.36,44893.36,44700.86,44895.36,sl,-61.0,-51.82,-1.07,9633.28,london,44858.36,44838.36,2024-12-02 18:05:00,9633.269999999988,7.127810647464871
71,2024-12-03 12:29:00,2024-12-03 16:37:00,long,44814.31,44765.56,44929.185,44763.56,sl,-52.75,-52.4,-1.082,9580.88,london,44812.31,44800.56,2024-12-03 11:55:00,9580.869999999988,7.632987261643942
72,2024-12-04 17:16:00,2024-12-04 18:19:00,long,44861.46,44811.46,44979.46,44979.46,tp,116.0,111.14,2.32,9692.02,london,44859.46,44846.46,2024-12-04 09:45:00,9692.009999999987,6.561511519280164
73,2024-12-04 18:22:00,2024-12-04 22:10:00,short,44972.71,45051.71,44782.21,45053.71,sl,-83.0,-50.91,-1.051,9641.1,london,45016.71,44974.71,2024-12-04 17:15:00,9641.099999999988,7.052323378590404
74,2024-12-05 11:26:00,2024-12-05 15:42:00,long,45038.77,44995.52,45139.895,44993.52,sl,-47.25,-52.66,-1.092,9588.44,london,45036.77,45030.52,2024-12-05 08:10:00,9588.439999999988,7.560006594290212
75,2024-12-05 13:25:00,2024-12-05 16:31:00,short,45033.12,45074.62,44936.37,45076.62,sl,-45.5,-52.85,-1.096,9535.59,london,45039.62,45035.12,2024-12-05 12:50:00,9535.589999999987,8.069521557255179
76,2024-12-05 16:34:00,2024-12-05 17:02:00,short,45035.62,45075.87,44941.995,45077.87,sl,-44.25,-52.42,-1.099,9483.17,london,45040.87,45037.62,2024-12-05 14:00:00,9483.169999999987,8.574890986935849
77,2024-12-05 16:41:00,2024-12-05 17:30:00,long,44990.62,44941.12,45107.37,44939.12,sl,-53.5,-51.53,-1.081,9431.64,london,44988.62,44976.12,2024-12-05 16:10:00,9431.639999999987,9.071680126795544
78,2024-12-05 17:16:00,2024-12-05 17:37:00,long,44990.87,44930.87,45133.87,44928.87,sl,-64.0,-50.58,-1.067,9381.06,london,44988.87,44965.87,2024-12-05 17:05:00,9381.059999999987,9.559310530329466
79,2024-12-06 11:46:00,2024-12-06 15:31:00,short,44798.9,44844.65,44691.525,44846.65,sl,-49.75,-51.01,-1.087,9330.06,london,44809.65,44800.9,2024-12-06 11:05:00,9330.049999999987,10.051086467147686
80,2024-12-06 12:29:00,2024-12-06 15:31:00,short,44796.9,44840.9,44693.9,44842.9,sl,-48.0,-51.17,-1.091,9278.89,london,44805.9,44798.9,2024-12-06 12:10:00,9278.879999999986,10.544404927978663
81,2024-12-09 10:59:00,2024-12-09 16:30:00,long,44615.86,44561.21,44745.485,44745.485,tp,127.62,108.35,2.335,9387.23,london,44613.86,44596.21,2024-12-09 09:30:00,9387.229999999987,9.499826948087387
82,2024-12-09 13:06:00,2024-12-09 16:30:00,long,44641.96,44602.21,44734.335,44734.335,tp,90.38,105.48,2.274,9492.71,london,44639.96,44637.21,2024-12-09 13:00:00,9492.709999999986,8.482917992675011
83,2024-12-09 16:42:00,2024-12-09 17:44:00,long,44656.96,44612.96,44759.96,44610.96,sl,-48.0,-51.78,-1.091,9440.94,london,44654.96,44647.96,2024-12-09 14:40:00,9440.929999999986,8.982117326304644
84,2024-12-09 18:34:00,2024-12-09 21:51:00,long,44599.21,44510.21,44814.71,44508.21,sl,-93.0,-49.33,-1.045,9391.61,london,44597.21,44545.21,2024-12-09 18:30:00,9391.599999999986,9.457696760988874
85,2024-12-10 10:52:00,2024-12-10 15:00:00,long,44412.09,44372.59,44503.84,44370.59,sl,-43.5,-51.71,-1.101,9339.9,london,44410.09,44407.59,2024-12-10 07:15:00,9339.889999999987,9.95622124036291
86,2024-12-10 11:48:00,2024-12-10 15:13:00,long,44389.59,44348.34,44485.715,44346.34,sl,-45.25,-51.51,-1.097,9288.38,london,44387.59,44383.34,2024-12-10 04:00:00,9288.379999999986,10.452817564721006
87,2024-12-10 17:51:00,2024-12-10 22:31:00,short,44449.69,44506.19,44315.44,44315.44,tp,132.25,108.71,2.341,9397.09,london,44471.19,44451.69,2024-12-10 10:00:00,9397.089999999986,9.404768905801031
88,2024-12-11 13:32:00,2024-12-11 14:54:00,short,44248.86,44291.86,44148.36,44293.86,sl,-47.0,-51.36,-1.093,9345.74,london,44256.86,44250.86,2024-12-11 11:55:00,9345.729999999985,9.899919113897166
89,2024-12-11 15:16:00,2024-12-11 15:35:00,long,44254.86,44208.86,44362.86,44362.86,tp,106.0,107.68,2.304,9453.41,london,44252.86,44243.86,2024-12-11 14:30:00,9453.409999999985,8.861800453309328
90,2024-12-11 18:21:00,2024-12-11 18:40:00,short,44273.11,44330.11,44137.61,44332.11,sl,-61.0,-50.58,-1.07,9402.83,london,44295.11,44275.11,2024-12-11 18:10:00,9402.829999999985,9.349430856843249
91,2024-12-11 18:48:00,2024-12-12 05:22:00,short,44327.36,44430.86,44075.61,44075.61,tp,249.75,113.45,2.413,9516.28,london,44395.86,44329.36,2024-12-11 16:55:00,9516.279999999986,8.255684924045228
92,2024-12-12 15:05:00,2024-12-12 16:44:00,long,44119.3,44072.05,44230.425,44230.425,tp,109.12,109.89,2.31,9626.17,london,44117.3,44107.05,2024-12-12 14:25:00,9626.169999999986,7.196260150531142
93,2024-12-12 17:09:00,2024-12-12 18:22:00,long,44080.05,44035.3,44184.925,44184.925,tp,102.88,110.65,2.299,9736.81,london,44078.05,44070.3,2024-12-12 11:20:00,9736.819999999985,6.129508387956441
94,2024-12-13 16:18:00,2024-12-13 16:34:00,long,43944.16,43900.41,44046.535,44046.535,tp,100.38,111.7,2.294,9848.51,london,43942.16,43935.41,2024-12-13 08:55:00,9848.519999999986,5.052633811547988
95,2024-12-16 10:24:00,2024-12-16 16:01:00,short,43894.88,43936.63,43797.505,43938.63,sl,-45.75,-53.96,-1.096,9794.55,london,43901.63,43896.88,2024-12-16 05:15:00,9794.559999999987,5.572850034851469
96,2024-12-16 10:48:00,2024-12-16 16:01:00,short,43876.98,43934.73,43739.605,43936.73,sl,-61.75,-52.65,-1.069,9741.9,london,43899.73,43878.98,2024-12-16 10:45:00,9741.909999999987,6.080436842800477
97,2024-12-16 16:28:00,2024-12-16 16:32:00,long,43867.98,43824.98,43968.48,43822.98,sl,-47.0,-53.24,-1.093,9688.66,london,43865.98,43859.98,2024-12-16 12:05:00,9688.669999999987,6.593711708046541
98,2024-12-16 17:05:00,2024-12-16 19:03:00,short,43923.48,43973.48,43805.48,43805.48,tp,116.0,112.39,2.32,9801.04,london,43938.48,43925.48,2024-12-16 16:25:00,9801.059999999987,5.510184996833072
99,2024-12-16 18:01:00,2024-12-17 10:02:00,short,43865.73,43972.73,43605.23,43605.23,tp,258.5,117.03,2.416,9918.08,london,43937.73,43867.73,2024-12-16 17:25:00,9918.089999999987,4.381925089249536
100,2024-12-17 13:16:00,2024-12-17 16:41:00,short,43610.92,43663.92,43485.42,43485.42,tp,123.5,115.55,2.33,10033.63,london,43628.92,43612.92,2024-12-17 12:25:00,10033.639999999987,3.2679335287840465
101,2024-12-17 16:03:00,2024-12-17 16:41:00,long,43566.17,43478.92,43777.295,43476.92,sl,-91.25,-51.86,-1.046,9981.77,london,43564.17,43513.92,2024-12-17 15:25:00,9981.779999999986,3.767904124420059
102,2024-12-17 18:24:00,2024-12-17 20:18:00,long,43468.67,43405.92,43618.545,43403.92,sl,-66.75,-53.09,-1.064,9928.68,london,43466.67,43440.92,2024-12-17 18:15:00,9928.689999999986,4.279732873404163
104,2024-12-18 11:27:00,2024-12-18 14:50:00,long,43515.13,43472.13,43615.63,43615.63,tp,98.5,113.72,2.291,10042.4,london,43513.13,43507.13,2024-12-18 03:40:00,10042.409999999985,3.183383931334623
103,2024-12-18 10:23:00,2024-12-18 14:55:00,long,43530.13,43488.13,43628.13,43628.13,tp,96.0,113.47,2.286,10155.87,london,43528.13,43523.13,2024-12-18 09:00:00,10155.879999999985,2.08944518303502
105,2024-12-18 15:43:00,2024-12-18 16:00:00,long,43622.23,43573.48,43737.105,43571.48,sl,-52.75,-54.95,-1.082,10100.92,london,43620.23,43608.48,2024-12-18 15:25:00,10100.929999999984,2.619205773667472
106,2024-12-19 10:30:00,2024-12-19 14:11:00,short,42409.6,42489.85,42215.975,42491.85,sl,-84.25,-53.02,-1.05,10047.9,london,42454.85,42411.6,2024-12-19 10:15:00,10047.909999999983,3.1303596683959967
107,2024-12-19 12:14:00,2024-12-19 14:12:00,short,42453.6,42506.6,42328.1,42508.6,sl,-57.0,-54.32,-1.075,9993.58,london,42471.6,42455.6,2024-12-19 11:20:00,9993.589999999984,3.654046570728194
108,2024-12-19 17:07:00,2024-12-19 17:23:00,long,42462.35,42412.85,42579.1,42410.85,sl,-53.5,-54.01,-1.081,9939.58,london,42460.35,42447.85,2024-12-19 14:15:00,9939.579999999984,4.174744832785674
109,2024-12-19 17:24:00,2024-12-19 17:36:00,long,42448.6,42383.6,42604.1,42381.6,sl,-69.0,-52.76,-1.062,9886.82,london,42446.6,42418.6,2024-12-19 13:20:00,9886.819999999983,4.6833921259934606
110,2024-12-19 17:37:00,2024-12-19 17:51:00,long,42396.6,42340.1,42530.85,42530.85,tp,132.25,115.71,2.341,10002.53,london,42394.6,42375.1,2024-12-19 11:45:00,10002.529999999982,3.5678580415152124
111,2024-12-19 17:45:00,2024-12-19 18:23:00,short,42470.6,42556.85,42261.975,42558.85,sl,-90.25,-51.73,-1.046,9950.81,london,42521.85,42472.6,2024-12-19 17:35:00,9950.799999999983,4.066575336390847
112,2024-12-19 18:54:00,2024-12-19 22:53:00,long,42493.85,42342.85,42864.35,42340.85,sl,-155.0,-51.07,-1.026,9899.73,london,42491.85,42377.85,2024-12-19 18:25:00,9899.729999999983,4.558929719713847
113,2024-12-20 10:19:00,2024-12-20 10:37:00,long,42161.89,42117.14,42266.765,42115.14,sl,-48.75,-53.92,-1.089,9845.81,london,42159.89,42152.14,2024-12-20 07:05:00,9845.809999999983,5.078760312014146
114,2024-12-20 12:36:00,2024-12-20 15:33:00,long,42063.99,41991.99,42236.99,42236.99,tp,171.0,116.92,2.375,9962.73,london,42061.99,42026.99,2024-12-20 12:35:00,9962.729999999983,3.9515608896893872
115,2024-12-20 16:07:00,2024-12-20 16:34:00,short,42152.24,42259.24,41891.74,42261.24,sl,-111.0,-51.68,-1.037,9911.05,london,42224.24,42154.24,2024-12-20 16:05:00,9911.049999999983,4.449796145811042
116,2024-12-20 16:32:00,2024-12-20 16:38:00,short,42228.99,42299.49,42059.74,42301.49,sl,-74.5,-52.64,-1.057,9858.41,london,42264.49,42230.99,2024-12-20 10:20:00,9858.409999999983,4.957286546009251
118,2024-12-23 11:15:00,2024-12-23 12:46:00,long,42893.1,42839.85,43019.225,42837.85,sl,-57.25,-52.99,-1.075,9805.42,london,42891.1,42874.85,2024-12-23 10:55:00,9805.419999999984,5.468151217485377
117,2024-12-23 10:58:00,2024-12-23 13:02:00,short,42936.1,42995.1,42795.6,42795.6,tp,138.5,115.71,2.347,9921.13,london,42960.1,42938.1,2024-12-23 10:35:00,9921.129999999983,4.352617133007129
120,2024-12-23 15:05:00,2024-12-23 15:37:00,long,42730.1,42681.35,42844.975,42679.35,sl,-52.75,-53.68,-1.082,9867.45,london,42728.1,42716.35,2024-12-23 14:15:00,9867.449999999983,4.870133939288291
119,2024-12-23 14:09:00,2024-12-23 15:43:00,short,42745.85,42802.1,42612.225,42612.225,tp,131.62,116.08,2.34,9983.53,london,42767.1,42747.85,2024-12-23 13:55:00,9983.529999999982,3.7510327680305253
121,2024-12-23 18:48:00,2024-12-23 19:01:00,short,42681.1,42751.6,42511.85,42753.6,sl,-74.5,-52.75,-1.057,9930.78,london,42716.6,42683.1,2024-12-23 16:45:00,9930.779999999982,4.259583653487513
122,2024-12-24 10:23:00,2024-12-24 16:31:00,long,42840.58,42799.33,42936.705,42797.33,sl,-45.25,-54.47,-1.097,9876.31,london,42838.58,42834.33,2024-12-24 08:40:00,9876.309999999983,4.78471667208167
