trade_id,entry_time,exit_time,direction,entry_price,sl,tp,exit_price,exit_reason,pnl_usd,pnl_r,balance,session,bb_high,bb_low,pnl_fixed
21,2024-11-13 14:55:00,2024-11-13 15:30:00,short,43882.17,43924.17,43798.17,43926.17,sl,-52.38,-1.048,10123.04,london,43899.17,43886.17,-52.400000000000006
22,2024-11-13 17:09:00,2024-11-13 17:27:00,long,43939.17,43902.17,44013.17,44013.17,tp,100.0,2.0,10223.04,london,43935.17,43927.17,100.0
23,2024-11-13 21:23:00,2024-11-14 07:14:00,short,44058.42,44111.42,43952.42,43952.42,tp,100.0,2.0,10323.04,new_york,44086.42,44062.42,100.0
24,2024-11-14 16:43:00,2024-11-14 16:50:00,long,43975.29,43935.29,44055.29,44055.29,tp,100.0,2.0,10423.04,london,43971.29,43960.29,100.0
25,2024-11-15 11:15:00,2024-11-15 12:19:00,long,43617.23,43581.98,43687.73,43579.98,sl,-52.84,-1.057,10370.2,london,43613.23,43606.98,-52.849999999999994
26,2024-11-15 16:08:00,2024-11-15 16:31:00,short,43614.98,43648.98,43546.98,43650.98,sl,-52.94,-1.059,10317.26,london,43623.98,43618.98,-52.949999999999996
27,2024-11-15 17:07:00,2024-11-18 10:06:00,short,43514.98,43587.98,43368.98,43368.98,tp,100.0,2.0,10417.26,london,43562.98,43518.98,100.0
28,2024-11-18 15:08:00,2024-11-18 15:21:00,long,43393.72,43347.97,43485.22,43345.97,sl,-52.19,-1.044,10365.07,london,43389.72,43372.97,-52.2
29,2024-11-18 16:21:00,2024-11-18 16:32:00,short,43432.87,43467.87,43362.87,43362.87,tp,100.0,2.0,10465.07,london,43442.87,43436.87,100.0
30,2024-11-18 16:38:00,2024-11-18 17:18:00,short,43451.87,43492.87,43369.87,43369.87,tp,100.0,2.0,10565.07,london,43467.87,43455.87,100.0
31,2024-11-18 17:51:00,2024-11-18 20:47:00,long,43455.22,43363.22,43639.22,43361.22,sl,-51.09,-1.022,10513.98,london,43451.22,43388.22,-51.1
32,2024-11-19 11:05:00,2024-11-19 11:19:00,short,43415.1,43456.1,43333.1,43333.1,tp,100.0,2.0,10613.98,london,43431.1,43419.1,100.0
33,2024-11-19 15:28:00,2024-11-19 15:42:00,short,43197.95,43235.2,43123.45,43123.45,tp,100.0,2.0,10713.98,london,43210.2,43201.95,100.0
34,2024-11-19 22:48:00,2024-11-20 01:17:00,short,43298.45,43348.45,43198.45,43350.45,sl,-52.0,-1.04,10661.98,new_york,43323.45,43302.45,-52.0
35,2024-11-20 15:06:00,2024-11-20 15:31:00,long,43462.42,43420.42,43546.42,43418.42,sl,-52.38,-1.048,10609.6,london,43458.42,43445.42,-52.400000000000006
36,2024-11-20 16:32:00,2024-11-20 16:36:00,short,43369.42,43414.42,43279.42,43279.42,tp,100.0,2.0,10709.6,london,43389.42,43373.42,100.0
37,2024-11-20 21:58:00,2024-11-20 22:32:00,long,43256.67,43194.67,43380.67,43380.67,tp,100.0,2.0,10809.6,new_york,43252.67,43219.67,100.0
38,2024-11-21 11:22:00,2024-11-21 13:22:00,short,43323.29,43474.54,43020.79,43476.54,sl,-50.66,-1.013,10758.94,london,43449.54,43327.29,-50.64999999999999
39,2024-11-22 11:17:00,2024-11-22 11:32:00,short,43845.67,43899.67,43737.67,43737.67,tp,100.0,2.0,10858.94,london,43874.67,43849.67,100.0
40,2024-11-22 14:01:00,2024-11-22 14:26:00,short,43862.67,43903.67,43780.67,43905.67,sl,-52.44,-1.049,10806.5,london,43878.67,43866.67,-52.449999999999996
41,2024-11-22 19:04:00,2024-11-22 22:52:00,long,44181.02,44114.02,44315.02,44315.02,tp,100.0,2.0,10906.5,new_york,44177.02,44139.02,100.0
42,2024-11-25 18:44:00,2024-11-25 19:05:00,short,44640.54,44679.54,44562.54,44681.54,sl,-52.56,-1.051,10853.94,london,44654.54,44644.54,-52.55
43,2024-11-25 19:12:00,2024-11-25 21:09:00,short,44647.54,44754.04,44434.54,44756.04,sl,-50.94,-1.019,10803.0,new_york,44729.04,44651.54,-50.949999999999996
44,2024-11-26 10:23:00,2024-11-26 13:07:00,short,44733.04,44793.04,44613.04,44795.04,sl,-51.67,-1.033,10751.33,london,44768.04,44737.04,-51.65
45,2024-11-26 16:41:00,2024-11-26 18:47:00,short,44577.14,44640.39,44450.64,44642.39,sl,-51.58,-1.032,10699.75,london,44615.39,44581.14,-51.6
46,2024-11-28 12:07:00,2024-11-28 13:13:00,short,44789.75,44821.75,44725.75,44823.75,sl,-53.12,-1.062,10646.63,london,44796.75,44793.75,-53.1
47,2024-11-29 10:22:00,2024-11-29 10:41:00,long,44902.4,44869.9,44967.4,44867.9,sl,-53.08,-1.062,10593.55,london,44898.4,44894.9,-53.1
48,2024-11-29 16:39:00,2024-11-29 16:48:00,long,44902.0,44867.0,44972.0,44865.0,sl,-52.86,-1.057,10540.69,london,44898.0,44892.0,-52.849999999999994
49,2024-11-29 17:28:00,2024-11-29 18:26:00,long,44915.25,44877.25,44991.25,44991.25,tp,100.0,2.0,10640.69,london,44911.25,44902.25,100.0
50,2024-12-02 10:21:00,2024-12-02 13:21:00,long,44900.76,44869.26,44963.76,44963.76,tp,100.0,2.0,10740.69,london,44896.76,44894.26,100.0
51,2024-12-02 16:42:00,2024-12-02 17:03:00,short,44856.61,44898.11,44773.61,44773.61,tp,100.0,2.0,10840.69,london,44873.11,44860.61,100.0
52,2024-12-02 19:37:00,2024-12-02 20:26:00,short,44792.61,44840.36,44697.11,44842.36,sl,-52.09,-1.042,10788.6,new_york,44815.36,44796.61,-52.1
53,2024-12-02 20:59:00,2024-12-02 22:46:00,long,44862.36,44813.36,44960.36,44811.36,sl,-52.04,-1.041,10736.56,new_york,44858.36,44838.36,-52.05
54,2024-12-03 13:03:00,2024-12-03 14:10:00,short,44796.56,44837.31,44715.06,44839.31,sl,-52.45,-1.049,10684.11,london,44812.31,44800.56,-52.449999999999996
55,2024-12-05 10:48:00,2024-12-05 11:34:00,long,45069.27,45029.02,45149.77,45027.02,sl,-52.48,-1.05,10631.63,london,45065.27,45054.02,-52.5
56,2024-12-05 12:32:00,2024-12-05 16:31:00,short,45032.37,45071.62,44953.87,45073.62,sl,-52.55,-1.051,10579.08,london,45046.62,45036.37,-52.55
57,2024-12-05 17:52:00,2024-12-05 20:23:00,short,44961.87,45013.87,44857.87,44857.87,tp,100.0,2.0,10679.08,london,44988.87,44965.87,100.0
58,2024-12-05 22:24:00,2024-12-06 19:40:00,short,44836.37,44932.87,44643.37,44643.37,tp,100.0,2.0,10779.08,new_york,44907.87,44840.37,100.0
59,2024-12-09 11:08:00,2024-12-09 16:30:00,long,44643.96,44597.71,44736.46,44736.46,tp,100.0,2.0,10879.08,london,44639.96,44622.71,100.0
60,2024-12-09 20:08:00,2024-12-10 15:00:00,short,44541.21,44622.21,44379.21,44379.21,tp,100.0,2.0,10979.08,new_york,44597.21,44545.21,100.0
61,2024-12-10 17:29:00,2024-12-10 17:33:00,short,44375.69,44412.94,44301.19,44414.94,sl,-52.68,-1.054,10926.4,london,44387.94,44379.69,-52.7
62,2024-12-10 17:41:00,2024-12-10 18:34:00,long,44410.69,44365.69,44500.69,44500.69,tp,100.0,2.0,11026.4,london,44406.69,44390.69,100.0
63,2024-12-10 21:41:00,2024-12-10 22:10:00,long,44433.44,44390.94,44518.44,44388.94,sl,-52.35,-1.047,10974.05,new_york,44429.44,44415.94,-52.349999999999994
64,2024-12-11 13:58:00,2024-12-11 15:30:00,long,44260.86,44225.86,44330.86,44330.86,tp,100.0,2.0,11074.05,london,44256.86,44250.86,100.0
65,2024-12-11 17:07:00,2024-12-11 17:11:00,short,44216.36,44260.86,44127.36,44262.86,sl,-52.25,-1.045,11021.8,london,44235.86,44220.36,-52.25
66,2024-12-11 21:06:00,2024-12-11 21:41:00,short,44247.11,44299.11,44143.11,44301.11,sl,-51.92,-1.038,10969.88,new_york,44274.11,44251.11,-51.9
67,2024-12-12 12:10:00,2024-12-12 13:16:00,long,44118.45,44082.95,44189.45,44080.95,sl,-52.82,-1.056,10917.06,london,44114.45,44107.95,-52.800000000000004
68,2024-12-12 17:14:00,2024-12-12 17:26:00,short,44103.05,44142.3,44024.55,44144.3,sl,-52.55,-1.051,10864.51,london,44117.3,44107.05,-52.55
69,2024-12-12 18:58:00,2024-12-12 21:22:00,short,44081.3,44156.3,43931.3,43931.3,tp,100.0,2.0,10964.51,london,44131.3,44085.3,100.0
70,2024-12-13 17:29:00,2024-12-13 17:41:00,short,43931.41,43967.16,43859.91,43859.91,tp,100.0,2.0,11064.51,london,43942.16,43935.41,100.0
71,2024-12-13 18:09:00,2024-12-13 19:13:00,short,43930.51,43973.01,43845.51,43845.51,tp,100.0,2.0,11164.51,london,43948.01,43934.51,100.0
72,2024-12-16 14:11:00,2024-12-16 16:30:00,long,43903.73,43853.98,44003.23,43851.98,sl,-52.01,-1.04,11112.5,london,43899.73,43878.98,-52.0
73,2024-12-16 16:37:00,2024-12-16 16:50:00,short,43855.98,43890.98,43785.98,43892.98,sl,-52.86,-1.057,11059.64,london,43865.98,43859.98,-52.849999999999994
74,2024-12-16 16:51:00,2024-12-16 17:03:00,short,43883.48,43921.48,43807.48,43923.48,sl,-52.63,-1.053,11007.01,london,43896.48,43887.48,-52.65
75,2024-12-17 20:12:00,2024-12-17 22:52:00,short,43436.92,43491.67,43327.42,43493.67,sl,-51.83,-1.037,10955.18,new_york,43466.67,43440.92,-51.849999999999994
76,2024-12-18 16:10:00,2024-12-18 16:29:00,short,43550.23,43581.23,43488.23,43488.23,tp,100.0,2.0,11055.18,london,43556.23,43554.23,100.0
77,2024-12-18 17:03:00,2024-12-18 17:32:00,short,43604.48,43645.23,43522.98,43647.23,sl,-52.45,-1.049,11002.73,london,43620.23,43608.48,-52.449999999999996
78,2024-12-18 18:08:00,2024-12-18 18:13:00,long,43655.73,43620.23,43726.73,43618.23,sl,-52.82,-1.056,10949.91,london,43651.73,43645.23,-52.800000000000004
79,2024-12-18 18:27:00,2024-12-18 19:17:00,short,43598.73,43653.48,43489.23,43655.48,sl,-51.83,-1.037,10898.08,london,43628.48,43602.73,-51.849999999999994
80,2024-12-19 10:20:00,2024-12-19 14:12:00,long,42411.5,42361.5,42511.5,42511.5,tp,100.0,2.0,10998.08,london,42407.5,42386.5,100.0
81,2024-12-19 17:27:00,2024-12-19 17:42:00,short,42443.85,42485.35,42360.85,42487.35,sl,-52.41,-1.048,10945.67,london,42460.35,42447.85,-52.400000000000006
82,2024-12-19 18:36:00,2024-12-19 19:21:00,long,42525.85,42447.6,42682.35,42445.6,sl,-51.28,-1.026,10894.39,london,42521.85,42472.6,-51.300000000000004
83,2024-12-20 14:30:00,2024-12-20 14:44:00,short,42022.99,42086.99,41894.99,42088.99,sl,-51.56,-1.031,10842.83,london,42061.99,42026.99,-51.55
84,2024-12-20 16:04:00,2024-12-20 16:31:00,long,42149.24,42112.74,42222.24,42222.24,tp,100.0,2.0,10942.83,london,42145.24,42137.74,100.0
85,2024-12-20 16:37:00,2024-12-20 17:23:00,long,42228.24,42129.24,42426.24,42426.24,tp,100.0,2.0,11042.83,london,42224.24,42154.24,100.0
86,2024-12-20 22:27:00,2024-12-20 22:38:00,short,42891.49,42946.24,42781.99,42948.24,sl,-51.83,-1.037,10991.0,new_york,42921.24,42895.49,-51.849999999999994
87,2024-12-23 10:18:00,2024-12-23 10:33:00,short,42942.0,42973.0,42880.0,42880.0,tp,100.0,2.0,11091.0,london,42948.0,42946.0,100.0
88,2024-12-23 16:28:00,2024-12-23 16:30:00,short,42712.35,42753.1,42630.85,42755.1,sl,-52.45,-1.049,11038.55,london,42728.1,42716.35,-52.449999999999996
89,2024-12-23 19:10:00,2024-12-23 19:18:00,long,42720.6,42658.1,42845.6,42656.1,sl,-51.6,-1.032,10986.95,new_york,42716.6,42683.1,-51.6
90,2024-12-26 16:37:00,2024-12-26 16:54:00,long,43079.32,43035.07,43167.82,43033.07,sl,-52.26,-1.045,10934.69,london,43075.32,43060.07,-52.25
91,2024-12-26 17:51:00,2024-12-26 18:15:00,short,43168.97,43204.72,43097.47,43206.72,sl,-52.8,-1.056,10881.89,london,43179.72,43172.97,-52.800000000000004
92,2024-12-27 14:09:00,2024-12-27 14:39:00,long,43151.29,43118.29,43217.29,43116.29,sl,-53.03,-1.061,10828.86,london,43147.29,43143.29,-53.05
93,2024-12-27 20:05:00,2024-12-27 20:55:00,short,42761.54,42846.54,42591.54,42848.54,sl,-51.18,-1.024,10777.68,new_york,42821.54,42765.54,-51.2
94,2024-12-27 21:58:00,2024-12-27 22:44:00,short,42953.79,43046.29,42768.79,42768.79,tp,100.0,2.0,10877.68,new_york,43021.29,42957.79,100.0
95,2024-12-30 10:39:00,2024-12-30 11:23:00,short,42830.87,42862.87,42766.87,42864.87,sl,-53.12,-1.062,10824.56,london,42837.87,42834.87,-53.1
96,2024-12-30 12:01:00,2024-12-30 14:36:00,long,42833.47,42789.47,42921.47,42787.47,sl,-52.27,-1.045,10772.29,london,42829.47,42814.47,-52.25
97,2024-12-30 19:28:00,2024-12-30 19:57:00,long,42603.97,42549.47,42712.97,42547.47,sl,-51.83,-1.037,10720.46,new_york,42599.97,42574.47,-51.849999999999994
98,2024-12-30 22:22:00,2024-12-30 22:26:00,long,42696.97,42645.22,42800.47,42643.22,sl,-51.93,-1.039,10668.53,new_york,42692.97,42670.22,-51.949999999999996
99,2024-12-31 16:54:00,2024-12-31 17:00:00,long,42583.29,42546.04,42657.79,42657.79,tp,100.0,2.0,10768.53,london,42579.29,42571.04,100.0
100,2024-12-31 20:07:00,2024-12-31 20:19:00,long,42477.64,42402.14,42628.64,42400.14,sl,-51.32,-1.026,10717.21,new_york,42473.64,42427.14,-51.300000000000004
101,2024-12-31 20:27:00,2024-12-31 20:34:00,short,42322.64,42372.64,42222.64,42374.64,sl,-52.0,-1.04,10665.21,new_york,42347.64,42326.64,-52.0
102,2025-01-02 10:35:00,2025-01-02 13:56:00,long,42594.32,42505.32,42772.32,42772.32,tp,100.0,2.0,10765.21,london,42590.32,42530.32,100.0
103,2025-01-02 17:26:00,2025-01-02 19:29:00,short,42590.17,42722.42,42325.67,42325.67,tp,100.0,2.0,10865.21,london,42697.42,42594.17,100.0
104,2025-01-02 22:32:00,2025-01-03 11:09:00,short,42362.42,42424.92,42237.42,42426.92,sl,-51.6,-1.032,10813.61,new_york,42399.92,42366.42,-51.6
105,2025-01-03 22:02:00,2025-01-06 14:00:00,long,42601.85,42500.85,42803.85,42803.85,tp,100.0,2.0,10913.61,new_york,42597.85,42525.85,100.0
106,2025-01-06 20:54:00,2025-01-07 16:30:00,short,42703.41,42800.66,42508.91,42802.66,sl,-51.03,-1.021,10862.58,new_york,42775.66,42707.41,-51.05
107,2025-01-07 17:13:00,2025-01-07 17:21:00,short,42591.11,42643.86,42485.61,42645.86,sl,-51.9,-1.038,10810.68,london,42618.86,42595.11,-51.9
108,2025-01-07 17:27:00,2025-01-07 17:39:00,short,42690.86,42731.86,42608.86,42608.86,tp,100.0,2.0,10910.68,london,42706.86,42694.86,100.0
109,2025-01-08 14:41:00,2025-01-08 15:24:00,short,42356.24,42451.24,42166.24,42453.24,sl,-51.05,-1.021,10859.63,london,42426.24,42360.24,-51.05
110,2025-01-08 16:02:00,2025-01-08 16:30:00,short,42469.24,42510.24,42387.24,42387.24,tp,100.0,2.0,10959.63,london,42485.24,42473.24,100.0
111,2025-01-08 21:29:00,2025-01-08 21:33:00,short,42545.24,42581.24,42473.24,42473.24,tp,100.0,2.0,11059.63,new_york,42556.24,42549.24,100.0
112,2025-01-10 10:17:00,2025-01-10 11:02:00,long,42516.22,42479.72,42589.22,42477.72,sl,-52.74,-1.055,11006.89,london,42512.22,42504.72,-52.75
113,2025-01-10 18:14:00,2025-01-10 20:19:00,short,41874.97,41963.47,41697.97,41965.47,sl,-51.13,-1.023,10955.76,london,41938.47,41878.97,-51.15
114,2025-01-13 13:44:00,2025-01-13 15:32:00,long,41708.17,41661.42,41801.67,41801.67,tp,100.0,2.0,11055.76,london,41704.17,41686.42,100.0
115,2025-01-14 15:45:00,2025-01-14 16:01:00,long,42345.51,42303.26,42430.01,42301.26,sl,-52.37,-1.047,11003.39,london,42341.51,42328.26,-52.349999999999994
116,2025-01-14 18:10:00,2025-01-14 18:57:00,short,42242.26,42323.51,42079.76,42079.76,tp,100.0,2.0,11103.39,london,42298.51,42246.26,100.0
117,2025-01-15 12:36:00,2025-01-15 13:46:00,long,42511.86,42468.61,42598.36,42598.36,tp,100.0,2.0,11203.39,london,42507.86,42493.61,100.0
118,2025-01-15 19:03:00,2025-01-15 19:39:00,short,43032.86,43104.61,42889.36,43106.61,sl,-51.39,-1.028,11152.0,new_york,43079.61,43036.86,-51.4
119,2025-01-15 22:39:00,2025-01-16 11:04:00,long,43187.11,43133.86,43293.61,43131.86,sl,-51.88,-1.038,11100.12,new_york,43183.11,43158.86,-51.9
120,2025-01-16 12:56:00,2025-01-16 12:57:00,short,43220.96,43255.96,43150.96,43257.96,sl,-52.86,-1.057,11047.26,london,43230.96,43224.96,-52.849999999999994
121,2025-01-16 13:08:00,2025-01-16 13:39:00,short,43124.46,43167.71,43037.96,43037.96,tp,100.0,2.0,11147.26,london,43142.71,43128.46,100.0
122,2025-01-16 15:27:00,2025-01-16 16:23:00,short,43031.71,43099.96,42895.21,43101.96,sl,-51.47,-1.029,11095.79,london,43074.96,43035.71,-51.449999999999996
123,2025-01-16 22:28:00,2025-01-16 22:34:00,short,43078.21,43115.21,43004.21,43117.21,sl,-52.7,-1.054,11043.09,new_york,43090.21,43082.21,-52.7
124,2025-01-20 14:36:00,2025-01-20 15:30:00,short,43407.39,43442.39,43337.39,43444.39,sl,-52.86,-1.057,10990.23,london,43417.39,43411.39,-52.849999999999994
125,2025-01-20 15:39:00,2025-01-20 15:53:00,long,43485.49,43442.49,43571.49,43571.49,tp,100.0,2.0,11090.23,london,43481.49,43467.49,100.0
126,2025-01-21 16:37:00,2025-01-21 16:45:00,long,43620.41,43575.91,43709.41,43709.41,tp,100.0,2.0,11190.23,london,43616.41,43600.91,100.0
127,2025-01-21 22:36:00,2025-01-21 22:51:00,long,43910.16,43874.41,43981.66,43981.66,tp,100.0,2.0,11290.23,new_york,43906.16,43899.41,100.0
128,2025-01-22 18:10:00,2025-01-22 18:30:00,short,44002.99,44063.24,43882.49,44065.24,sl,-51.66,-1.033,11238.57,london,44038.24,44006.99,-51.65
129,2025-01-22 20:54:00,2025-01-23 17:45:00,long,44106.74,44038.74,44242.74,44242.74,tp,100.0,2.0,11338.57,new_york,44102.74,44063.74,100.0
130,2025-01-24 11:31:00,2025-01-24 14:15:00,short,44458.71,44503.71,44368.71,44368.71,tp,100.0,2.0,11438.57,london,44478.71,44462.71,100.0
131,2025-01-27 22:08:00,2025-01-27 22:57:00,long,44518.77,44471.27,44613.77,44613.77,tp,100.0,2.0,11538.57,new_york,44514.77,44496.27,100.0
132,2025-01-28 10:37:00,2025-01-28 12:07:00,long,44628.76,44585.26,44715.76,44715.76,tp,100.0,2.0,11638.57,london,44624.76,44610.26,100.0
133,2025-01-28 14:15:00,2025-01-28 16:35:00,long,44618.51,44569.26,44717.01,44717.01,tp,100.0,2.0,11738.57,london,44614.51,44594.26,100.0
134,2025-01-28 16:39:00,2025-01-28 16:44:00,long,44708.11,44664.36,44795.61,44662.36,sl,-52.29,-1.046,11686.28,london,44704.11,44689.36,-52.300000000000004
135,2025-01-28 19:20:00,2025-01-28 20:03:00,short,44780.36,44832.61,44675.86,44834.61,sl,-51.91,-1.038,11634.37,new_york,44807.61,44784.36,-51.9
136,2025-01-29 15:43:00,2025-01-29 16:30:00,short,44732.2,44778.95,44638.7,44780.95,sl,-52.14,-1.043,11582.23,london,44753.95,44736.2,-52.15
137,2025-01-29 16:45:00,2025-01-29 17:41:00,long,44800.95,44753.45,44895.95,44895.95,tp,100.0,2.0,11682.23,london,44796.95,44778.45,100.0
138,2025-01-29 20:17:00,2025-01-29 21:00:00,short,44726.7,44776.95,44626.2,44626.2,tp,100.0,2.0,11782.23,new_york,44751.95,44730.7,100.0
139,2025-01-29 22:19:00,2025-01-29 22:25:00,long,44650.95,44584.7,44783.45,44783.45,tp,100.0,2.0,11882.23,new_york,44646.95,44609.7,100.0
140,2025-01-30 16:59:00,2025-01-30 17:02:00,long,44762.02,44718.77,44848.52,44716.77,sl,-52.31,-1.046,11829.92,london,44758.02,44743.77,-52.300000000000004
141,2025-01-31 16:30:00,2025-01-31 16:50:00,short,44944.11,44989.36,44853.61,44853.61,tp,100.0,2.0,11929.92,london,44964.36,44948.11,100.0
142,2025-02-03 13:58:00,2025-02-03 14:50:00,short,43913.1,43954.6,43830.1,43830.1,tp,100.0,2.0,12029.92,london,43929.6,43917.1,100.0
143,2025-02-03 15:12:00,2025-02-03 16:05:00,long,43913.6,43865.1,44010.6,43863.1,sl,-52.06,-1.041,11977.86,london,43909.6,43890.1,-52.05
144,2025-02-03 16:45:00,2025-02-03 16:53:00,long,43961.1,43891.1,44101.1,43889.1,sl,-51.43,-1.029,11926.43,london,43957.1,43916.1,-51.449999999999996
145,2025-02-03 22:37:00,2025-02-04 07:04:00,long,44448.85,44336.85,44672.85,44334.85,sl,-50.89,-1.018,11875.54,new_york,44444.85,44361.85,-50.9
146,2025-02-04 12:48:00,2025-02-04 13:42:00,long,44295.41,44255.91,44374.41,44253.91,sl,-52.53,-1.051,11823.01,london,44291.41,44280.91,-52.55
147,2025-02-04 14:56:00,2025-02-04 18:21:00,long,44329.16,44255.91,44475.66,44475.66,tp,100.0,2.0,11923.01,london,44325.16,44280.91,100.0
148,2025-02-04 22:01:00,2025-02-04 23:03:00,long,44500.16,44449.16,44602.16,44447.16,sl,-51.96,-1.039,11871.05,new_york,44496.16,44474.16,-51.949999999999996
149,2025-02-05 16:59:00,2025-02-05 17:03:00,long,44418.28,44378.03,44498.78,44376.03,sl,-52.48,-1.05,11818.57,london,44414.28,44403.03,-52.5
150,2025-02-05 17:19:00,2025-02-05 17:24:00,short,44439.03,44489.78,44337.53,44491.78,sl,-51.97,-1.039,11766.6,london,44464.78,44443.03,-51.949999999999996
151,2025-02-05 18:12:00,2025-02-05 20:39:00,long,44560.53,44481.78,44718.03,44718.03,tp,100.0,2.0,11866.6,london,44556.53,44506.78,100.0
152,2025-02-06 14:49:00,2025-02-06 16:02:00,short,44886.65,44926.4,44807.15,44928.4,sl,-52.52,-1.05,11814.08,london,44901.4,44890.65,-52.5
153,2025-02-06 18:58:00,2025-02-06 21:31:00,short,44687.15,44753.4,44554.65,44554.65,tp,100.0,2.0,11914.08,london,44728.4,44691.15,100.0
154,2025-02-07 11:50:00,2025-02-07 15:30:00,long,44721.14,44676.89,44809.64,44674.89,sl,-52.26,-1.045,11861.82,london,44717.14,44701.89,-52.25
155,2025-02-07 17:10:00,2025-02-07 17:53:00,short,44634.24,44719.74,44463.24,44463.24,tp,100.0,2.0,11961.82,london,44694.74,44638.24,100.0
156,2025-02-07 22:10:00,2025-02-07 22:50:00,short,44255.24,44296.49,44172.74,44298.49,sl,-52.42,-1.048,11909.4,new_york,44271.49,44259.24,-52.400000000000006
157,2025-02-10 17:08:00,2025-02-10 17:42:00,short,44429.17,44471.42,44344.67,44344.67,tp,100.0,2.0,12009.4,london,44446.42,44433.17,100.0
158,2025-02-10 18:31:00,2025-02-10 20:05:00,short,44312.67,44399.67,44138.67,44401.67,sl,-51.15,-1.023,11958.25,london,44374.67,44316.67,-51.15
159,2025-02-11 15:41:00,2025-02-11 17:00:00,short,44328.39,44368.89,44247.39,44370.89,sl,-52.47,-1.049,11905.78,london,44343.89,44332.39,-52.449999999999996
160,2025-02-11 17:33:00,2025-02-11 17:47:00,long,44356.39,44315.14,44438.89,44438.89,tp,100.0,2.0,12005.78,london,44352.39,44340.14,100.0
161,2025-02-11 20:36:00,2025-02-11 21:40:00,long,44471.39,44433.39,44547.39,44547.39,tp,100.0,2.0,12105.78,new_york,44467.39,44458.39,100.0
162,2025-02-12 21:07:00,2025-02-13 02:43:00,long,44312.58,44259.08,44419.58,44419.58,tp,100.0,2.0,12205.78,new_york,44308.58,44284.08,100.0
